Hydrophobicity cutoff,Blob length,Blob hydrophobicity  class,total SNPs,Enrichment,p value,color
0.44,26,h,238,2.27,6.38e-19,"rgb(0.0, 0.0, 255.0)"
0.44,27,h,178,1.67,1.95e-06,"rgb(80.70588235294119, 80.70588235294119, 251.70588235294116)"
0.44,28,h,126,1.98,6.49e-08,"rgb(3.8431372549019787, 3.8431372549019787, 254.84313725490196)"
0.44,29,h,106,1.12,0.404,"rgb(215.2156862745098, 215.2156862745098, 246.21568627450984)"
0.44,30,h,58,0.64,0.0438,"rgb(248.64705882352942, 155.64705882352942, 155.64705882352942)"
0.44,31,h,105,1.88,4.87e-06,"rgb(28.823529411764714, 28.823529411764714, 253.8235294117647)"
0.44,32,h,64,2.87,1.78e-09,"rgb(0.0, 0.0, 255.0)"
0.44,33,h,27,0.77,0.488,"rgb(247.3137254901961, 188.31372549019605, 188.31372549019605)"
0.44,34,h,30,0.87,0.787,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.44,35,h,61,4.38,2.9e-16,"rgb(0.0, 0.0, 255.0)"
0.44,36,h,14,7.83,8.55e-08,"rgb(0.0, 0.0, 255.0)"
0.44,37,h,47,10.96,5.24e-29,"rgb(0.0, 0.0, 255.0)"
0.44,38,h,14,4.79,2.93e-05,"rgb(0.0, 0.0, 255.0)"
0.44,39,h,9,4.57,0.00105,"rgb(0.0, 0.0, 255.0)"
0.44,41,h,6,0.26,0.199,"rgb(252.41176470588235, 63.41176470588235, 63.41176470588235)"
0.44,42,h,12,2.61,0.0134,"rgb(0.0, 0.0, 255.0)"
0.44,43,h,6,2.61,0.0698,"rgb(0.0, 0.0, 255.0)"
0.44,44,h,10,1.31,0.443,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.44,45,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.44,46,h,3,0.0,0.184,"rgb(255.0, 0.0, 0.0)"
0.44,54,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.44,55,h,4,0.0,0.0835,"rgb(255.0, 0.0, 0.0)"
0.44,60,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.44,84,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.45,1,h,2284,0.98,0.51,"rgb(245.19607843137257, 240.19607843137254, 240.19607843137254)"
0.45,2,h,2221,0.8,3.88e-12,"rgb(247.0, 196.0, 196.0)"
0.45,3,h,5358,0.89,6.41e-09,"rgb(246.1372549019608, 217.13725490196077, 217.13725490196077)"
0.45,4,h,3907,1.02,0.327,"rgb(240.19607843137254, 240.19607843137254, 245.19607843137257)"
0.45,5,h,3397,1.03,0.232,"rgb(238.27450980392157, 238.27450980392157, 245.27450980392157)"
0.45,6,h,3166,1.09,0.0011,"rgb(222.90196078431373, 222.90196078431373, 245.90196078431373)"
0.45,7,h,2399,1.12,0.000103,"rgb(215.2156862745098, 215.2156862745098, 246.21568627450984)"
0.45,8,h,1953,1.15,4.57e-05,"rgb(207.52941176470588, 207.52941176470588, 246.52941176470588)"
0.45,9,h,1587,1.31,1.69e-13,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.45,10,h,1275,1.35,2.38e-13,"rgb(159.49019607843138, 159.49019607843138, 248.49019607843135)"
0.45,11,h,990,1.38,3.43e-12,"rgb(151.80392156862746, 151.80392156862746, 248.80392156862746)"
0.45,12,h,741,1.29,1.61e-06,"rgb(172.94117647058823, 172.94117647058823, 247.94117647058823)"
0.45,13,h,626,1.5,2.29e-12,"rgb(121.05882352941178, 121.05882352941178, 250.05882352941177)"
0.45,14,h,521,1.16,0.0227,"rgb(205.60784313725495, 205.60784313725495, 246.60784313725492)"
0.45,15,h,450,1.23,0.00332,"rgb(188.31372549019608, 188.31372549019608, 247.31372549019608)"
0.45,16,h,387,1.61,7.08e-11,"rgb(94.15686274509804, 94.15686274509804, 251.15686274509804)"
0.45,17,h,375,1.38,1.73e-05,"rgb(151.80392156862746, 151.80392156862746, 248.80392156862746)"
0.45,18,h,299,1.15,0.102,"rgb(207.52941176470588, 207.52941176470588, 246.52941176470588)"
0.45,19,h,278,1.38,0.000214,"rgb(151.80392156862746, 151.80392156862746, 248.80392156862746)"
0.45,20,h,254,1.71,3.01e-09,"rgb(71.09803921568628, 71.09803921568628, 252.0980392156863)"
0.45,21,h,263,1.08,0.391,"rgb(224.82352941176472, 224.82352941176472, 245.8235294117647)"
0.45,22,h,184,1.98,7.58e-11,"rgb(3.8431372549019787, 3.8431372549019787, 254.84313725490196)"
0.45,23,h,332,3.07,1.27e-47,"rgb(0.0, 0.0, 255.0)"
0.45,24,h,188,1.97,8.83e-11,"rgb(5.7647058823529544, 5.7647058823529544, 254.76470588235296)"
0.45,25,h,176,1.5,0.000235,"rgb(121.05882352941178, 121.05882352941178, 250.05882352941177)"
0.45,26,h,214,2.19,7.51e-16,"rgb(0.0, 0.0, 255.0)"
0.45,27,h,161,1.61,2.64e-05,"rgb(94.15686274509804, 94.15686274509804, 251.15686274509804)"
0.45,28,h,99,1.5,0.00517,"rgb(121.05882352941178, 121.05882352941178, 250.05882352941177)"
0.45,29,h,98,1.2,0.2,"rgb(196.0, 196.0, 247.0)"
0.45,30,h,55,0.69,0.105,"rgb(248.09803921568627, 169.09803921568627, 169.09803921568627)"
0.45,31,h,128,2.98,1.85e-18,"rgb(0.0, 0.0, 255.0)"
0.45,32,h,48,1.99,0.000848,"rgb(1.9215686274509753, 1.9215686274509753, 254.921568627451)"
0.45,33,h,22,0.61,0.235,"rgb(248.8823529411765, 149.8823529411765, 149.8823529411765)"
0.45,34,h,27,0.9,0.886,"rgb(245.98039215686273, 220.98039215686273, 220.98039215686273)"
0.45,35,h,20,1.31,0.363,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.45,36,h,13,15.66,4.21e-11,"rgb(0.0, 0.0, 255.0)"
0.45,37,h,43,12.72,2.2700000000000002e-29,"rgb(0.0, 0.0, 255.0)"
0.45,38,h,18,6.53,2.36e-08,"rgb(0.0, 0.0, 255.0)"
0.45,39,h,9,4.57,0.00105,"rgb(0.0, 0.0, 255.0)"
0.45,41,h,5,0.33,0.385,"rgb(251.70588235294116, 80.70588235294117, 80.70588235294117)"
0.45,42,h,3,0.0,0.184,"rgb(255.0, 0.0, 0.0)"
0.45,43,h,6,2.61,0.0698,"rgb(0.0, 0.0, 255.0)"
0.45,44,h,15,1.14,0.683,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.45,45,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.45,46,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.45,54,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.45,84,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.46,1,h,2389,0.99,0.776,"rgb(245.11764705882354, 242.11764705882356, 242.11764705882356)"
0.46,2,h,2350,0.78,9.18e-15,"rgb(247.23529411764704, 190.23529411764704, 190.23529411764704)"
0.46,3,h,5337,0.89,4.41e-08,"rgb(246.1372549019608, 217.13725490196077, 217.13725490196077)"
0.46,4,h,3840,1.03,0.244,"rgb(238.27450980392157, 238.27450980392157, 245.27450980392157)"
0.46,5,h,3310,1.04,0.137,"rgb(234.4313725490196, 234.4313725490196, 245.4313725490196)"
0.46,6,h,3108,1.13,5.47e-06,"rgb(213.2941176470588, 213.2941176470588, 246.29411764705884)"
0.46,7,h,2265,1.08,0.00869,"rgb(224.82352941176472, 224.82352941176472, 245.8235294117647)"
0.46,8,h,1821,1.17,3.6e-06,"rgb(203.68627450980395, 203.68627450980395, 246.68627450980392)"
0.46,9,h,1488,1.32,1.43e-13,"rgb(167.1764705882353, 167.1764705882353, 248.1764705882353)"
0.46,10,h,1200,1.37,5e-14,"rgb(153.72549019607843, 153.72549019607843, 248.72549019607845)"
0.46,11,h,873,1.44,1.31e-13,"rgb(136.4313725490196, 136.4313725490196, 249.4313725490196)"
0.46,12,h,668,1.27,2.15e-05,"rgb(178.7058823529412, 178.7058823529412, 247.7058823529412)"
0.46,13,h,550,1.33,3.68e-06,"rgb(163.33333333333334, 163.33333333333334, 248.33333333333334)"
0.46,14,h,445,0.94,0.393,"rgb(245.58823529411765, 230.58823529411765, 230.58823529411765)"
0.46,15,h,421,1.23,0.00449,"rgb(188.31372549019608, 188.31372549019608, 247.31372549019608)"
0.46,16,h,371,1.76,3.72e-14,"rgb(57.64705882352943, 57.64705882352943, 252.64705882352942)"
0.46,17,h,359,1.37,3.81e-05,"rgb(153.72549019607843, 153.72549019607843, 248.72549019607845)"
0.46,18,h,281,1.19,0.0473,"rgb(197.921568627451, 197.921568627451, 246.921568627451)"
0.46,19,h,274,1.36,0.000436,"rgb(155.64705882352942, 155.64705882352942, 248.64705882352942)"
0.46,20,h,207,1.51,4.13e-05,"rgb(119.1372549019608, 119.1372549019608, 250.1372549019608)"
0.46,21,h,223,1.06,0.536,"rgb(230.58823529411765, 230.58823529411765, 245.58823529411765)"
0.46,22,h,185,2.35,2.12e-16,"rgb(0.0, 0.0, 255.0)"
0.46,23,h,283,2.46,1.1e-26,"rgb(0.0, 0.0, 255.0)"
0.46,24,h,185,2.1,1.37e-12,"rgb(0.0, 0.0, 255.0)"
0.46,25,h,153,1.43,0.00251,"rgb(138.35294117647058, 138.35294117647058, 249.35294117647058)"
0.46,26,h,188,2.36,1.06e-16,"rgb(0.0, 0.0, 255.0)"
0.46,27,h,146,1.34,0.015,"rgb(161.41176470588238, 161.41176470588238, 248.41176470588235)"
0.46,28,h,82,1.59,0.00339,"rgb(99.921568627451, 99.921568627451, 250.921568627451)"
0.46,29,h,70,0.68,0.0629,"rgb(248.1764705882353, 167.1764705882353, 167.1764705882353)"
0.46,30,h,44,0.99,1.0,"rgb(245.11764705882354, 242.11764705882356, 242.11764705882356)"
0.46,31,h,123,3.15,1.49e-19,"rgb(0.0, 0.0, 255.0)"
0.46,32,h,34,3.63,8.11e-08,"rgb(0.0, 0.0, 255.0)"
0.46,33,h,18,0.37,0.0322,"rgb(251.31372549019608, 90.31372549019609, 90.31372549019609)"
0.46,34,h,28,0.84,0.678,"rgb(246.60784313725492, 205.60784313725492, 205.60784313725492)"
0.46,35,h,21,2.12,0.0126,"rgb(0.0, 0.0, 255.0)"
0.46,37,h,41,12.07,3.6000000000000006e-27,"rgb(0.0, 0.0, 255.0)"
0.46,38,h,12,14.36,6.64e-10,"rgb(0.0, 0.0, 255.0)"
0.46,39,h,9,4.57,0.00105,"rgb(0.0, 0.0, 255.0)"
0.46,41,h,4,0.0,0.0835,"rgb(255.0, 0.0, 0.0)"
0.46,42,h,6,0.65,0.776,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.46,43,h,4,1.31,0.669,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.46,44,h,9,0.37,0.192,"rgb(251.31372549019608, 90.31372549019609, 90.31372549019609)"
0.46,46,h,2,1.31,0.535,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.46,54,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.46,84,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.47,1,h,2461,0.98,0.429,"rgb(245.19607843137257, 240.19607843137254, 240.19607843137254)"
0.47,2,h,2530,0.78,1.79e-16,"rgb(247.23529411764704, 190.23529411764704, 190.23529411764704)"
0.47,3,h,5100,0.92,6.09e-05,"rgb(245.8235294117647, 224.8235294117647, 224.8235294117647)"
0.47,4,h,3811,1.03,0.286,"rgb(238.27450980392157, 238.27450980392157, 245.27450980392157)"
0.47,5,h,3204,1.05,0.0456,"rgb(232.50980392156862, 232.50980392156862, 245.50980392156865)"
0.47,6,h,2920,1.13,3.92e-06,"rgb(213.2941176470588, 213.2941176470588, 246.29411764705884)"
0.47,7,h,2168,1.1,0.00246,"rgb(220.98039215686273, 220.98039215686273, 245.98039215686273)"
0.47,8,h,1724,1.18,2.74e-06,"rgb(199.84313725490196, 199.84313725490196, 246.84313725490196)"
0.47,9,h,1361,1.4,8.83e-18,"rgb(146.0392156862745, 146.0392156862745, 249.0392156862745)"
0.47,10,h,1161,1.44,1.07e-17,"rgb(136.4313725490196, 136.4313725490196, 249.4313725490196)"
0.47,11,h,775,1.29,1.57e-06,"rgb(172.94117647058823, 172.94117647058823, 247.94117647058823)"
0.47,12,h,623,1.4,1.21e-08,"rgb(146.0392156862745, 146.0392156862745, 249.0392156862745)"
0.47,13,h,469,1.17,0.0195,"rgb(203.68627450980395, 203.68627450980395, 246.68627450980392)"
0.47,14,h,455,1.13,0.0783,"rgb(213.2941176470588, 213.2941176470588, 246.29411764705884)"
0.47,15,h,381,1.19,0.0185,"rgb(197.921568627451, 197.921568627451, 246.921568627451)"
0.47,16,h,379,1.79,4.28e-15,"rgb(49.9607843137255, 49.9607843137255, 252.9607843137255)"
0.47,17,h,358,1.26,0.00257,"rgb(180.62745098039215, 180.62745098039215, 247.62745098039218)"
0.47,18,h,247,1.14,0.163,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.47,19,h,248,1.37,0.000701,"rgb(153.72549019607843, 153.72549019607843, 248.72549019607845)"
0.47,20,h,205,1.51,4.77e-05,"rgb(119.1372549019608, 119.1372549019608, 250.1372549019608)"
0.47,21,h,203,1.1,0.326,"rgb(220.98039215686273, 220.98039215686273, 245.98039215686273)"
0.47,22,h,187,1.99,4.09e-11,"rgb(1.9215686274509753, 1.9215686274509753, 254.921568627451)"
0.47,23,h,262,2.54,2.09e-26,"rgb(0.0, 0.0, 255.0)"
0.47,24,h,173,1.75,3.52e-07,"rgb(59.5686274509804, 59.5686274509804, 252.5686274509804)"
0.47,25,h,160,1.48,0.000577,"rgb(126.82352941176471, 126.82352941176471, 249.82352941176472)"
0.47,26,h,141,1.87,2.47e-07,"rgb(30.745098039215687, 30.745098039215687, 253.7450980392157)"
0.47,27,h,136,1.47,0.00203,"rgb(128.74509803921572, 128.74509803921572, 249.7450980392157)"
0.47,28,h,69,1.7,0.00225,"rgb(73.01960784313725, 73.01960784313725, 252.01960784313724)"
0.47,29,h,57,0.65,0.063,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.47,30,h,45,0.95,1.0,"rgb(245.50980392156865, 232.50980392156862, 232.50980392156862)"
0.47,31,h,110,4.94,3.13e-32,"rgb(0.0, 0.0, 255.0)"
0.47,32,h,15,3.59,0.000349,"rgb(0.0, 0.0, 255.0)"
0.47,33,h,19,0.24,0.0038,"rgb(252.64705882352942, 57.64705882352941, 57.64705882352941)"
0.47,34,h,20,1.31,0.363,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.47,35,h,18,2.61,0.00285,"rgb(0.0, 0.0, 255.0)"
0.47,37,h,48,11.22,4.65e-30,"rgb(0.0, 0.0, 255.0)"
0.47,38,h,6,6.53,0.00117,"rgb(0.0, 0.0, 255.0)"
0.47,39,h,9,4.57,0.00105,"rgb(0.0, 0.0, 255.0)"
0.47,41,h,3,0.0,0.184,"rgb(255.0, 0.0, 0.0)"
0.47,42,h,7,0.52,0.602,"rgb(249.82352941176472, 126.8235294117647, 126.8235294117647)"
0.47,44,h,4,0.0,0.0835,"rgb(255.0, 0.0, 0.0)"
0.47,45,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.47,84,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.48,1,h,2601,0.97,0.259,"rgb(245.27450980392157, 238.27450980392157, 238.27450980392157)"
0.48,2,h,2690,0.79,3.63e-15,"rgb(247.078431372549, 194.078431372549, 194.078431372549)"
0.48,3,h,4972,0.93,0.000747,"rgb(245.66666666666669, 228.66666666666669, 228.66666666666669)"
0.48,4,h,3760,1.01,0.628,"rgb(242.11764705882354, 242.11764705882354, 245.11764705882354)"
0.48,5,h,3136,1.11,8.57e-05,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.48,6,h,2714,1.16,9.79e-08,"rgb(205.60784313725495, 205.60784313725495, 246.60784313725492)"
0.48,7,h,1998,1.13,0.000174,"rgb(213.2941176470588, 213.2941176470588, 246.29411764705884)"
0.48,8,h,1519,1.22,1.32e-07,"rgb(190.23529411764704, 190.23529411764704, 247.23529411764704)"
0.48,9,h,1293,1.55,1.9400000000000003e-27,"rgb(109.52941176470587, 109.52941176470587, 250.52941176470588)"
0.48,10,h,1046,1.43,3.11e-15,"rgb(138.35294117647058, 138.35294117647058, 249.35294117647058)"
0.48,11,h,675,1.36,5.6e-08,"rgb(155.64705882352942, 155.64705882352942, 248.64705882352942)"
0.48,12,h,548,1.48,3.46e-10,"rgb(126.82352941176471, 126.82352941176471, 249.82352941176472)"
0.48,13,h,436,1.24,0.0028,"rgb(186.3921568627451, 186.3921568627451, 247.3921568627451)"
0.48,14,h,371,1.14,0.0872,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.48,15,h,356,1.19,0.0233,"rgb(197.921568627451, 197.921568627451, 246.921568627451)"
0.48,16,h,364,1.82,1.7e-15,"rgb(44.19607843137254, 44.19607843137254, 253.19607843137254)"
0.48,17,h,307,1.5,1.22e-06,"rgb(121.05882352941178, 121.05882352941178, 250.05882352941177)"
0.48,18,h,228,1.31,0.00618,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.48,19,h,231,1.57,2.46e-06,"rgb(105.68627450980392, 105.68627450980392, 250.68627450980392)"
0.48,20,h,169,1.6,2.44e-05,"rgb(98.00000000000001, 98.00000000000001, 251.0)"
0.48,21,h,187,1.09,0.428,"rgb(222.90196078431373, 222.90196078431373, 245.90196078431373)"
0.48,22,h,193,2.24,2.93e-15,"rgb(0.0, 0.0, 255.0)"
0.48,23,h,227,2.54,2.6599999999999997e-23,"rgb(0.0, 0.0, 255.0)"
0.48,24,h,143,1.75,2.43e-06,"rgb(59.5686274509804, 59.5686274509804, 252.5686274509804)"
0.48,25,h,148,1.42,0.00344,"rgb(142.19607843137257, 142.19607843137257, 249.19607843137254)"
0.48,26,h,98,1.48,0.00688,"rgb(126.82352941176471, 126.82352941176471, 249.82352941176472)"
0.48,27,h,122,1.76,1.56e-05,"rgb(57.64705882352943, 57.64705882352943, 252.64705882352942)"
0.48,28,h,59,1.9,0.000602,"rgb(23.05882352941176, 23.05882352941176, 254.05882352941177)"
0.48,29,h,43,0.51,0.0132,"rgb(249.90196078431373, 124.90196078431372, 124.90196078431372)"
0.48,30,h,37,1.24,0.356,"rgb(186.3921568627451, 186.3921568627451, 247.3921568627451)"
0.48,31,h,98,5.8,2.38e-34,"rgb(0.0, 0.0, 255.0)"
0.48,32,h,11,3.48,0.00258,"rgb(0.0, 0.0, 255.0)"
0.48,33,h,17,0.28,0.0132,"rgb(252.25490196078434, 67.25490196078432, 67.25490196078432)"
0.48,34,h,16,1.68,0.124,"rgb(76.86274509803921, 76.86274509803921, 251.8627450980392)"
0.48,35,h,15,8.48,9.99e-09,"rgb(0.0, 0.0, 255.0)"
0.48,37,h,46,13.7,9.39e-33,"rgb(0.0, 0.0, 255.0)"
0.48,38,h,6,6.53,0.00117,"rgb(0.0, 0.0, 255.0)"
0.48,39,h,8,9.14,1.58e-05,"rgb(0.0, 0.0, 255.0)"
0.48,41,h,4,0.0,0.0835,"rgb(255.0, 0.0, 0.0)"
0.48,42,h,4,1.31,0.669,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.48,44,h,4,0.0,0.0835,"rgb(255.0, 0.0, 0.0)"
0.48,45,h,9,10.44,1.49e-06,"rgb(0.0, 0.0, 255.0)"
0.48,84,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.49,1,h,2736,0.97,0.31,"rgb(245.27450980392157, 238.27450980392157, 238.27450980392157)"
0.49,2,h,2753,0.83,4.97e-11,"rgb(246.68627450980392, 203.68627450980392, 203.68627450980392)"
0.49,3,h,4950,0.95,0.00714,"rgb(245.50980392156865, 232.50980392156862, 232.50980392156862)"
0.49,4,h,3591,1.02,0.327,"rgb(240.19607843137254, 240.19607843137254, 245.19607843137257)"
0.49,5,h,2980,1.12,4.91e-05,"rgb(215.2156862745098, 215.2156862745098, 246.21568627450984)"
0.49,6,h,2559,1.21,8.62e-11,"rgb(194.07843137254903, 194.07843137254903, 247.078431372549)"
0.49,7,h,1874,1.17,3.49e-06,"rgb(203.68627450980395, 203.68627450980395, 246.68627450980392)"
0.49,8,h,1362,1.19,8.34e-06,"rgb(197.921568627451, 197.921568627451, 246.921568627451)"
0.49,9,h,1187,1.54,4.26e-25,"rgb(111.45098039215688, 111.45098039215688, 250.45098039215685)"
0.49,10,h,951,1.48,1.08e-16,"rgb(126.82352941176471, 126.82352941176471, 249.82352941176472)"
0.49,11,h,564,1.36,5.35e-07,"rgb(155.64705882352942, 155.64705882352942, 248.64705882352942)"
0.49,12,h,484,1.65,2.98e-14,"rgb(84.54901960784314, 84.54901960784314, 251.54901960784315)"
0.49,13,h,390,1.15,0.0559,"rgb(207.52941176470588, 207.52941176470588, 246.52941176470588)"
0.49,14,h,346,1.31,0.000678,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.49,15,h,350,1.53,3.35e-08,"rgb(115.29411764705883, 115.29411764705883, 250.29411764705884)"
0.49,16,h,324,1.72,1.34e-11,"rgb(67.25490196078434, 67.25490196078434, 252.25490196078434)"
0.49,17,h,309,1.6,1.18e-08,"rgb(98.00000000000001, 98.00000000000001, 251.0)"
0.49,18,h,212,1.33,0.00434,"rgb(163.33333333333334, 163.33333333333334, 248.33333333333334)"
0.49,19,h,178,1.37,0.00468,"rgb(153.72549019607843, 153.72549019607843, 248.72549019607845)"
0.49,20,h,154,2.04,5.03e-10,"rgb(0.0, 0.0, 255.0)"
0.49,21,h,160,0.96,0.812,"rgb(245.4313725490196, 234.4313725490196, 234.4313725490196)"
0.49,22,h,160,2.06,1.41e-10,"rgb(0.0, 0.0, 255.0)"
0.49,23,h,205,2.17,5.53e-15,"rgb(0.0, 0.0, 255.0)"
0.49,24,h,112,1.74,4.53e-05,"rgb(63.411764705882355, 63.411764705882355, 252.41176470588235)"
0.49,25,h,118,1.06,0.619,"rgb(230.58823529411765, 230.58823529411765, 245.58823529411765)"
0.49,26,h,73,1.14,0.411,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.49,27,h,125,2.77,5.68e-16,"rgb(0.0, 0.0, 255.0)"
0.49,28,h,49,1.6,0.0197,"rgb(98.00000000000001, 98.00000000000001, 251.0)"
0.49,29,h,41,0.61,0.0662,"rgb(248.8823529411765, 149.8823529411765, 149.8823529411765)"
0.49,30,h,32,1.91,0.00976,"rgb(21.13725490196084, 21.13725490196084, 254.13725490196077)"
0.49,31,h,60,5.81,9.68e-22,"rgb(0.0, 0.0, 255.0)"
0.49,32,h,13,1.52,0.238,"rgb(117.2156862745098, 117.2156862745098, 250.2156862745098)"
0.49,33,h,19,1.17,0.585,"rgb(203.68627450980395, 203.68627450980395, 246.68627450980392)"
0.49,34,h,5,0.87,1.0,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.49,35,h,6,2.61,0.0698,"rgb(0.0, 0.0, 255.0)"
0.49,37,h,38,23.49,2.81e-36,"rgb(0.0, 0.0, 255.0)"
0.49,38,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.49,40,h,2,1.31,0.535,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.49,41,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.49,42,h,3,2.61,0.179,"rgb(0.0, 0.0, 255.0)"
0.49,44,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.49,70,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.5,1,h,2867,1.01,0.828,"rgb(242.11764705882354, 242.11764705882354, 245.11764705882354)"
0.5,2,h,2857,0.87,4.48e-07,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.5,3,h,4761,0.93,0.0017,"rgb(245.66666666666669, 228.66666666666669, 228.66666666666669)"
0.5,4,h,3486,1.08,0.00335,"rgb(224.82352941176472, 224.82352941176472, 245.8235294117647)"
0.5,5,h,2794,1.12,3.84e-05,"rgb(215.2156862745098, 215.2156862745098, 246.21568627450984)"
0.5,6,h,2297,1.28,7.78e-16,"rgb(176.7843137254902, 176.7843137254902, 247.7843137254902)"
0.5,7,h,1688,1.21,1.37e-07,"rgb(194.07843137254903, 194.07843137254903, 247.078431372549)"
0.5,8,h,1182,1.23,1.52e-06,"rgb(188.31372549019608, 188.31372549019608, 247.31372549019608)"
0.5,9,h,1050,1.65,1.9900000000000002e-29,"rgb(84.54901960784314, 84.54901960784314, 251.54901960784315)"
0.5,10,h,750,1.49,4.73e-14,"rgb(124.90196078431373, 124.90196078431373, 249.90196078431373)"
0.5,11,h,448,1.35,1.23e-05,"rgb(159.49019607843138, 159.49019607843138, 248.49019607843135)"
0.5,12,h,365,1.62,2.08e-10,"rgb(92.23529411764707, 92.23529411764707, 251.23529411764707)"
0.5,13,h,326,1.15,0.0814,"rgb(207.52941176470588, 207.52941176470588, 246.52941176470588)"
0.5,14,h,317,1.3,0.0017,"rgb(171.01960784313727, 171.01960784313727, 248.01960784313727)"
0.5,15,h,327,1.66,2.4e-10,"rgb(82.62745098039221, 82.62745098039221, 251.62745098039215)"
0.5,16,h,320,2.15,7e-22,"rgb(0.0, 0.0, 255.0)"
0.5,17,h,277,1.59,1.17e-07,"rgb(99.921568627451, 99.921568627451, 250.921568627451)"
0.5,18,h,178,1.49,0.000204,"rgb(124.90196078431373, 124.90196078431373, 249.90196078431373)"
0.5,19,h,126,1.39,0.0102,"rgb(149.88235294117646, 149.88235294117646, 248.8823529411765)"
0.5,20,h,146,1.87,1.19e-07,"rgb(30.745098039215687, 30.745098039215687, 253.7450980392157)"
0.5,21,h,123,0.81,0.149,"rgb(246.921568627451, 197.921568627451, 197.921568627451)"
0.5,22,h,129,1.33,0.0265,"rgb(163.33333333333334, 163.33333333333334, 248.33333333333334)"
0.5,23,h,167,2.27,8.11e-14,"rgb(0.0, 0.0, 255.0)"
0.5,24,h,101,1.5,0.00444,"rgb(121.05882352941178, 121.05882352941178, 250.05882352941177)"
0.5,25,h,98,1.6,0.00133,"rgb(98.00000000000001, 98.00000000000001, 251.0)"
0.5,26,h,71,1.59,0.00606,"rgb(99.921568627451, 99.921568627451, 250.921568627451)"
0.5,27,h,83,2.08,2.36e-06,"rgb(0.0, 0.0, 255.0)"
0.5,28,h,43,1.65,0.0243,"rgb(84.54901960784314, 84.54901960784314, 251.54901960784315)"
0.5,29,h,17,0.71,0.493,"rgb(247.94117647058823, 172.94117647058823, 172.94117647058823)"
0.5,30,h,24,1.83,0.0293,"rgb(40.352941176470594, 40.352941176470594, 253.3529411764706)"
0.5,31,h,36,6.53,3.31e-15,"rgb(0.0, 0.0, 255.0)"
0.5,32,h,10,0.87,1.0,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.5,33,h,18,1.31,0.44,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.5,34,h,4,0.44,0.735,"rgb(250.6078431372549, 107.6078431372549, 107.6078431372549)"
0.5,35,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.5,36,h,5,5.22,0.00784,"rgb(0.0, 0.0, 255.0)"
0.5,37,h,38,48.29,1.7799999999999998e-48,"rgb(0.0, 0.0, 255.0)"
0.5,38,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.5,39,h,6,6.53,0.00117,"rgb(0.0, 0.0, 255.0)"
0.5,41,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
