Hydrophobicity cutoff,Blob length,Blob hydrophobicity  class,total SNPs,Enrichment,p value,color
0.3,48,h,167,0.69,0.0043,"rgb(248.09803921568627, 169.09803921568627, 169.09803921568627)"
0.3,49,h,65,1.12,0.499,"rgb(215.2156862745098, 215.2156862745098, 246.21568627450984)"
0.3,50,h,103,1.28,0.0807,"rgb(176.7843137254902, 176.7843137254902, 247.7843137254902)"
0.3,51,h,104,2.36,6.73e-10,"rgb(0.0, 0.0, 255.0)"
0.3,52,h,82,1.07,0.669,"rgb(228.66666666666669, 228.66666666666669, 245.66666666666669)"
0.3,53,h,106,1.52,0.00312,"rgb(117.2156862745098, 117.2156862745098, 250.2156862745098)"
0.3,54,h,65,1.72,0.00225,"rgb(67.25490196078434, 67.25490196078434, 252.25490196078434)"
0.3,55,h,78,1.69,0.00113,"rgb(74.94117647058823, 74.94117647058823, 251.94117647058823)"
0.3,56,h,48,1.2,0.359,"rgb(196.0, 196.0, 247.0)"
0.3,57,h,79,2.99,4.2e-12,"rgb(0.0, 0.0, 255.0)"
0.3,58,h,35,0.39,0.00276,"rgb(251.15686274509804, 94.15686274509802, 94.15686274509802)"
0.3,59,h,59,0.67,0.0809,"rgb(248.33333333333334, 163.33333333333331, 163.33333333333331)"
0.3,60,h,42,0.59,0.0548,"rgb(249.11764705882354, 144.11764705882354, 144.11764705882354)"
0.3,61,h,70,1.38,0.0613,"rgb(151.80392156862746, 151.80392156862746, 248.80392156862746)"
0.3,62,h,35,1.23,0.346,"rgb(188.31372549019608, 188.31372549019608, 247.31372549019608)"
0.3,63,h,100,1.36,0.0333,"rgb(155.64705882352942, 155.64705882352942, 248.64705882352942)"
0.3,64,h,36,1.46,0.0963,"rgb(132.58823529411765, 132.58823529411765, 249.58823529411765)"
0.3,65,h,21,0.8,0.749,"rgb(247.0, 196.0, 196.0)"
0.3,66,h,30,2.25,0.0014,"rgb(0.0, 0.0, 255.0)"
0.3,67,h,13,2.94,0.00436,"rgb(0.0, 0.0, 255.0)"
0.3,68,h,23,1.2,0.507,"rgb(196.0, 196.0, 247.0)"
0.3,69,h,97,7.13,2.08e-41,"rgb(0.0, 0.0, 255.0)"
0.3,70,h,21,0.22,0.00107,"rgb(252.80392156862746, 53.80392156862745, 53.80392156862745)"
0.3,71,h,76,6.32,2.1100000000000002e-29,"rgb(0.0, 0.0, 255.0)"
0.3,72,h,10,0.33,0.105,"rgb(251.70588235294116, 80.70588235294117, 80.70588235294117)"
0.3,73,h,5,0.87,1.0,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.3,74,h,11,0.0,0.000406,"rgb(255.0, 0.0, 0.0)"
0.3,75,h,49,9.35,5.600000000000001e-27,"rgb(0.0, 0.0, 255.0)"
0.3,76,h,10,0.87,1.0,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.3,77,h,7,0.52,0.602,"rgb(249.82352941176472, 126.8235294117647, 126.8235294117647)"
0.3,78,h,18,2.05,0.0262,"rgb(0.0, 0.0, 255.0)"
0.3,79,h,5,1.96,0.199,"rgb(9.607843137254905, 9.607843137254905, 254.60784313725492)"
0.3,80,h,24,1.54,0.118,"rgb(111.45098039215688, 111.45098039215688, 250.45098039215685)"
0.3,81,h,2,1.31,0.535,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.3,82,h,7,0.98,1.0,"rgb(245.19607843137257, 240.19607843137254, 240.19607843137254)"
0.3,83,h,70,7.83,7.13e-33,"rgb(0.0, 0.0, 255.0)"
0.3,84,h,13,4.35,0.000143,"rgb(0.0, 0.0, 255.0)"
0.3,85,h,3,0.0,0.184,"rgb(255.0, 0.0, 0.0)"
0.3,86,h,12,0.65,0.542,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.3,87,h,15,8.48,9.99e-09,"rgb(0.0, 0.0, 255.0)"
0.3,89,h,9,0.16,0.0387,"rgb(253.4313725490196, 38.43137254901961, 38.43137254901961)"
0.3,90,h,7,7.83,0.000146,"rgb(0.0, 0.0, 255.0)"
0.3,92,h,29,0.8,0.588,"rgb(247.0, 196.0, 196.0)"
0.3,93,h,3,2.61,0.179,"rgb(0.0, 0.0, 255.0)"
0.3,94,h,6,0.65,0.776,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.3,95,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.3,96,h,8,0.19,0.0514,"rgb(253.1176470588235, 46.117647058823536, 46.117647058823536)"
0.3,97,h,4,0.0,0.0835,"rgb(255.0, 0.0, 0.0)"
0.3,98,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.3,99,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.3,100,h,15,5.22,5.52e-06,"rgb(0.0, 0.0, 255.0)"
0.31,1,h,758,0.71,1.73e-09,"rgb(247.94117647058823, 172.94117647058823, 172.94117647058823)"
0.31,2,h,567,0.74,5.91e-06,"rgb(247.62745098039218, 180.62745098039218, 180.62745098039218)"
0.31,3,h,3697,0.74,1.05e-31,"rgb(247.62745098039218, 180.62745098039218, 180.62745098039218)"
0.31,4,h,2583,0.8,8.44e-14,"rgb(247.0, 196.0, 196.0)"
0.31,5,h,2832,0.84,1.53e-09,"rgb(246.60784313725492, 205.60784313725492, 205.60784313725492)"
0.31,6,h,3394,0.93,0.00348,"rgb(245.66666666666669, 228.66666666666669, 228.66666666666669)"
0.31,7,h,3062,0.96,0.152,"rgb(245.4313725490196, 234.4313725490196, 234.4313725490196)"
0.31,8,h,2762,1.02,0.441,"rgb(240.19607843137254, 240.19607843137254, 245.19607843137257)"
0.31,9,h,2761,0.99,0.86,"rgb(245.11764705882354, 242.11764705882356, 242.11764705882356)"
0.31,10,h,2666,1.08,0.00526,"rgb(224.82352941176472, 224.82352941176472, 245.8235294117647)"
0.31,11,h,2400,1.06,0.0665,"rgb(230.58823529411765, 230.58823529411765, 245.58823529411765)"
0.31,12,h,2093,1.13,9.73e-05,"rgb(213.2941176470588, 213.2941176470588, 246.29411764705884)"
0.31,13,h,1999,1.15,3.24e-05,"rgb(207.52941176470588, 207.52941176470588, 246.52941176470588)"
0.31,14,h,1790,1.06,0.0868,"rgb(230.58823529411765, 230.58823529411765, 245.58823529411765)"
0.31,15,h,1585,1.02,0.656,"rgb(240.19607843137254, 240.19607843137254, 245.19607843137257)"
0.31,16,h,1384,1.17,5.9e-05,"rgb(203.68627450980395, 203.68627450980395, 246.68627450980392)"
0.31,17,h,1256,0.98,0.682,"rgb(245.19607843137257, 240.19607843137254, 240.19607843137254)"
0.31,18,h,1127,1.18,0.000247,"rgb(199.84313725490196, 199.84313725490196, 246.84313725490196)"
0.31,19,h,1032,1.21,2.61e-05,"rgb(194.07843137254903, 194.07843137254903, 247.078431372549)"
0.31,20,h,964,1.44,1.19e-14,"rgb(136.4313725490196, 136.4313725490196, 249.4313725490196)"
0.31,21,h,951,1.1,0.0483,"rgb(220.98039215686273, 220.98039215686273, 245.98039215686273)"
0.31,22,h,848,1.14,0.00808,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.31,23,h,759,1.54,1.68e-16,"rgb(111.45098039215688, 111.45098039215688, 250.45098039215685)"
0.31,24,h,692,1.22,0.000298,"rgb(190.23529411764704, 190.23529411764704, 247.23529411764704)"
0.31,25,h,628,0.99,0.903,"rgb(245.11764705882354, 242.11764705882356, 242.11764705882356)"
0.31,26,h,645,1.33,6.16e-07,"rgb(163.33333333333334, 163.33333333333334, 248.33333333333334)"
0.31,27,h,500,1.24,0.00086,"rgb(186.3921568627451, 186.3921568627451, 247.3921568627451)"
0.31,28,h,553,1.44,4.04e-09,"rgb(136.4313725490196, 136.4313725490196, 249.4313725490196)"
0.31,29,h,575,1.44,1.42e-09,"rgb(136.4313725490196, 136.4313725490196, 249.4313725490196)"
0.31,30,h,558,1.22,0.00117,"rgb(190.23529411764704, 190.23529411764704, 247.23529411764704)"
0.31,31,h,526,1.37,9.3e-07,"rgb(153.72549019607843, 153.72549019607843, 248.72549019607845)"
0.31,32,h,409,1.27,0.000819,"rgb(178.7058823529412, 178.7058823529412, 247.7058823529412)"
0.31,33,h,376,1.35,7.38e-05,"rgb(159.49019607843138, 159.49019607843138, 248.49019607843135)"
0.31,34,h,337,1.46,1.74e-06,"rgb(132.58823529411765, 132.58823529411765, 249.58823529411765)"
0.31,35,h,249,1.43,0.000123,"rgb(138.35294117647058, 138.35294117647058, 249.35294117647058)"
0.31,36,h,202,1.18,0.107,"rgb(199.84313725490196, 199.84313725490196, 246.84313725490196)"
0.31,37,h,228,1.11,0.256,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.31,38,h,180,1.28,0.0262,"rgb(176.7843137254902, 176.7843137254902, 247.7843137254902)"
0.31,39,h,188,2.06,4.27e-12,"rgb(0.0, 0.0, 255.0)"
0.31,40,h,129,0.83,0.198,"rgb(246.68627450980392, 203.68627450980392, 203.68627450980392)"
0.31,41,h,141,1.98,1.09e-08,"rgb(3.8431372549019787, 3.8431372549019787, 254.84313725490196)"
0.31,42,h,119,0.88,0.416,"rgb(246.21568627450984, 215.2156862745098, 215.2156862745098)"
0.31,43,h,93,1.07,0.63,"rgb(228.66666666666669, 228.66666666666669, 245.66666666666669)"
0.31,44,h,69,1.0,0.927,"rgb(244.0392156862745, 244.0392156862745, 245.03921568627453)"
0.31,45,h,80,1.24,0.179,"rgb(186.3921568627451, 186.3921568627451, 247.3921568627451)"
0.31,46,h,98,1.15,0.34,"rgb(207.52941176470588, 207.52941176470588, 246.52941176470588)"
0.31,47,h,74,1.81,0.000298,"rgb(46.11764705882352, 46.11764705882352, 253.1176470588235)"
0.31,48,h,124,0.77,0.08,"rgb(247.3137254901961, 188.31372549019605, 188.31372549019605)"
0.31,49,h,46,1.55,0.0331,"rgb(109.52941176470587, 109.52941176470587, 250.52941176470588)"
0.31,50,h,74,1.62,0.00366,"rgb(92.23529411764707, 92.23529411764707, 251.23529411764707)"
0.31,51,h,103,4.07,5.52e-24,"rgb(0.0, 0.0, 255.0)"
0.31,52,h,76,1.89,8.14e-05,"rgb(26.901960784313736, 26.901960784313736, 253.90196078431373)"
0.31,53,h,55,2.11,8.15e-05,"rgb(0.0, 0.0, 255.0)"
0.31,54,h,34,1.31,0.265,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.31,55,h,43,1.03,0.816,"rgb(238.27450980392157, 238.27450980392157, 245.27450980392157)"
0.31,56,h,41,2.52,2.14e-05,"rgb(0.0, 0.0, 255.0)"
0.31,57,h,45,1.49,0.0595,"rgb(124.90196078431373, 124.90196078431373, 249.90196078431373)"
0.31,58,h,39,0.73,0.302,"rgb(247.7058823529412, 178.7058823529412, 178.7058823529412)"
0.31,59,h,33,0.57,0.0728,"rgb(249.35294117647058, 138.35294117647058, 138.35294117647058)"
0.31,60,h,29,0.59,0.123,"rgb(249.11764705882354, 144.11764705882354, 144.11764705882354)"
0.31,61,h,45,4.57,5.11e-13,"rgb(0.0, 0.0, 255.0)"
0.31,62,h,55,2.11,8.15e-05,"rgb(0.0, 0.0, 255.0)"
0.31,63,h,34,0.81,0.532,"rgb(246.921568627451, 197.921568627451, 197.921568627451)"
0.31,64,h,36,5.41,9.11e-13,"rgb(0.0, 0.0, 255.0)"
0.31,65,h,17,0.91,1.0,"rgb(245.90196078431373, 222.90196078431373, 222.90196078431373)"
0.31,66,h,14,0.73,0.7,"rgb(247.7058823529412, 178.7058823529412, 178.7058823529412)"
0.31,67,h,11,2.28,0.0369,"rgb(0.0, 0.0, 255.0)"
0.31,68,h,11,0.75,0.827,"rgb(247.47058823529414, 184.47058823529414, 184.47058823529414)"
0.31,69,h,81,16.31,1.95e-62,"rgb(0.0, 0.0, 255.0)"
0.31,70,h,16,0.19,0.00318,"rgb(253.1176470588235, 46.117647058823536, 46.117647058823536)"
0.31,71,h,15,0.87,1.0,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.31,72,h,4,0.44,0.735,"rgb(250.6078431372549, 107.6078431372549, 107.6078431372549)"
0.31,74,h,4,0.0,0.0835,"rgb(255.0, 0.0, 0.0)"
0.31,75,h,14,2.35,0.0167,"rgb(0.0, 0.0, 255.0)"
0.31,76,h,4,3.92,0.0427,"rgb(0.0, 0.0, 255.0)"
0.31,77,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.31,78,h,14,3.26,0.00129,"rgb(0.0, 0.0, 255.0)"
0.31,79,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.31,80,h,4,1.31,0.669,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.31,82,h,10,0.56,0.51,"rgb(249.4313725490196, 136.4313725490196, 136.4313725490196)"
0.31,83,h,82,12.07,1.2399999999999999e-52,"rgb(0.0, 0.0, 255.0)"
0.31,85,h,5,0.87,1.0,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.31,86,h,4,0.0,0.0835,"rgb(255.0, 0.0, 0.0)"
0.31,87,h,4,1.31,0.669,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.31,89,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.31,90,h,7,7.83,0.000146,"rgb(0.0, 0.0, 255.0)"
0.31,91,h,7,7.83,0.000146,"rgb(0.0, 0.0, 255.0)"
0.31,92,h,20,0.56,0.169,"rgb(249.4313725490196, 136.4313725490196, 136.4313725490196)"
0.31,93,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.31,94,h,4,1.31,0.669,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.31,97,h,4,0.0,0.0835,"rgb(255.0, 0.0, 0.0)"
0.31,98,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.31,99,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.31,100,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.32,1,h,842,0.74,2.32e-08,"rgb(247.62745098039218, 180.62745098039218, 180.62745098039218)"
0.32,2,h,603,0.77,3.26e-05,"rgb(247.3137254901961, 188.31372549019605, 188.31372549019605)"
0.32,3,h,3857,0.74,7.2e-33,"rgb(247.62745098039218, 180.62745098039218, 180.62745098039218)"
0.32,4,h,2724,0.82,6.04e-12,"rgb(246.84313725490196, 199.84313725490196, 199.84313725490196)"
0.32,5,h,2902,0.82,1.97e-12,"rgb(246.84313725490196, 199.84313725490196, 199.84313725490196)"
0.32,6,h,3453,0.93,0.00407,"rgb(245.66666666666669, 228.66666666666669, 228.66666666666669)"
0.32,7,h,3100,0.98,0.389,"rgb(245.19607843137257, 240.19607843137254, 240.19607843137254)"
0.32,8,h,2805,1.02,0.557,"rgb(240.19607843137254, 240.19607843137254, 245.19607843137257)"
0.32,9,h,2719,0.98,0.554,"rgb(245.19607843137257, 240.19607843137254, 240.19607843137254)"
0.32,10,h,2715,1.1,0.00048,"rgb(220.98039215686273, 220.98039215686273, 245.98039215686273)"
0.32,11,h,2405,1.07,0.035,"rgb(228.66666666666669, 228.66666666666669, 245.66666666666669)"
0.32,12,h,2052,1.16,5.77e-06,"rgb(205.60784313725495, 205.60784313725495, 246.60784313725492)"
0.32,13,h,1988,1.18,9.25e-07,"rgb(199.84313725490196, 199.84313725490196, 246.84313725490196)"
0.32,14,h,1710,1.0,0.926,"rgb(244.0392156862745, 244.0392156862745, 245.03921568627453)"
0.32,15,h,1550,1.11,0.00591,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.32,16,h,1276,1.21,3.52e-06,"rgb(194.07843137254903, 194.07843137254903, 247.078431372549)"
0.32,17,h,1186,0.96,0.39,"rgb(245.4313725490196, 234.4313725490196, 234.4313725490196)"
0.32,18,h,1097,1.13,0.00505,"rgb(213.2941176470588, 213.2941176470588, 246.29411764705884)"
0.32,19,h,975,1.22,1.64e-05,"rgb(190.23529411764704, 190.23529411764704, 247.23529411764704)"
0.32,20,h,916,1.38,1.92e-11,"rgb(151.80392156862746, 151.80392156862746, 248.80392156862746)"
0.32,21,h,891,1.12,0.0194,"rgb(215.2156862745098, 215.2156862745098, 246.21568627450984)"
0.32,22,h,831,1.32,4.04e-08,"rgb(167.1764705882353, 167.1764705882353, 248.1764705882353)"
0.32,23,h,730,1.71,7.72e-24,"rgb(71.09803921568628, 71.09803921568628, 252.0980392156863)"
0.32,24,h,645,1.26,5.69e-05,"rgb(180.62745098039215, 180.62745098039215, 247.62745098039218)"
0.32,25,h,586,1.01,0.825,"rgb(242.11764705882354, 242.11764705882354, 245.11764705882354)"
0.32,26,h,589,1.25,0.000241,"rgb(182.54901960784315, 182.54901960784315, 247.54901960784315)"
0.32,27,h,472,1.15,0.0427,"rgb(207.52941176470588, 207.52941176470588, 246.52941176470588)"
0.32,28,h,505,1.61,1.1e-13,"rgb(94.15686274509804, 94.15686274509804, 251.15686274509804)"
0.32,29,h,513,1.46,3.4e-09,"rgb(132.58823529411765, 132.58823529411765, 249.58823529411765)"
0.32,30,h,536,1.39,2.4e-07,"rgb(149.88235294117646, 149.88235294117646, 248.8823529411765)"
0.32,31,h,482,1.17,0.0193,"rgb(203.68627450980395, 203.68627450980395, 246.68627450980392)"
0.32,32,h,381,1.14,0.0767,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.32,33,h,349,1.51,1.29e-07,"rgb(119.1372549019608, 119.1372549019608, 250.1372549019608)"
0.32,34,h,297,1.48,2.92e-06,"rgb(126.82352941176471, 126.82352941176471, 249.82352941176472)"
0.32,35,h,247,1.74,1.53e-09,"rgb(63.411764705882355, 63.411764705882355, 252.41176470588235)"
0.32,36,h,212,1.12,0.26,"rgb(215.2156862745098, 215.2156862745098, 246.21568627450984)"
0.32,37,h,190,1.08,0.466,"rgb(224.82352941176472, 224.82352941176472, 245.8235294117647)"
0.32,38,h,169,1.56,6.47e-05,"rgb(107.60784313725489, 107.60784313725489, 250.6078431372549)"
0.32,39,h,150,2.01,1.65e-09,"rgb(0.0, 0.0, 255.0)"
0.32,40,h,115,0.87,0.371,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.32,41,h,121,1.73,2.33e-05,"rgb(65.33333333333336, 65.33333333333336, 252.33333333333334)"
0.32,42,h,94,0.74,0.0888,"rgb(247.62745098039218, 180.62745098039218, 180.62745098039218)"
0.32,43,h,77,1.84,0.000164,"rgb(38.43137254901962, 38.43137254901962, 253.4313725490196)"
0.32,44,h,106,2.07,1.42e-07,"rgb(0.0, 0.0, 255.0)"
0.32,45,h,72,1.63,0.00327,"rgb(90.31372549019609, 90.31372549019609, 251.31372549019608)"
0.32,46,h,112,1.68,0.000153,"rgb(76.86274509803921, 76.86274509803921, 251.8627450980392)"
0.32,47,h,72,1.63,0.00327,"rgb(90.31372549019609, 90.31372549019609, 251.31372549019608)"
0.32,48,h,145,1.06,0.609,"rgb(230.58823529411765, 230.58823529411765, 245.58823529411765)"
0.32,49,h,40,1.31,0.247,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.32,50,h,65,1.96,0.000118,"rgb(9.607843137254905, 9.607843137254905, 254.60784313725492)"
0.32,51,h,49,1.89,0.00185,"rgb(26.901960784313736, 26.901960784313736, 253.90196078431373)"
0.32,52,h,48,1.54,0.0367,"rgb(111.45098039215688, 111.45098039215688, 250.45098039215685)"
0.32,53,h,49,1.48,0.0551,"rgb(126.82352941176471, 126.82352941176471, 249.82352941176472)"
0.32,54,h,36,1.31,0.278,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.32,55,h,41,1.02,0.905,"rgb(240.19607843137254, 240.19607843137254, 245.19607843137257)"
0.32,56,h,37,2.41,0.00016,"rgb(0.0, 0.0, 255.0)"
0.32,57,h,37,1.91,0.00454,"rgb(21.13725490196084, 21.13725490196084, 254.13725490196077)"
0.32,58,h,23,0.27,0.00231,"rgb(252.33333333333334, 65.33333333333333, 65.33333333333333)"
0.32,59,h,25,0.87,0.769,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.32,60,h,28,0.84,0.678,"rgb(246.60784313725492, 205.60784313725492, 205.60784313725492)"
0.32,61,h,43,4.93,1.37e-13,"rgb(0.0, 0.0, 255.0)"
0.32,62,h,21,0.07,8.3e-06,"rgb(254.37254901960782, 15.372549019607842, 15.372549019607842)"
0.32,63,h,28,0.73,0.416,"rgb(247.7058823529412, 178.7058823529412, 178.7058823529412)"
0.32,64,h,20,1.96,0.0253,"rgb(9.607843137254905, 9.607843137254905, 254.60784313725492)"
0.32,65,h,15,1.14,0.683,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.32,66,h,13,0.82,0.84,"rgb(246.84313725490196, 199.84313725490196, 199.84313725490196)"
0.32,67,h,5,1.96,0.199,"rgb(9.607843137254905, 9.607843137254905, 254.60784313725492)"
0.32,68,h,11,0.75,0.827,"rgb(247.47058823529414, 184.47058823529414, 184.47058823529414)"
0.32,69,h,79,24.47,5.470000000000001e-75,"rgb(0.0, 0.0, 255.0)"
0.32,70,h,23,1.2,0.507,"rgb(196.0, 196.0, 247.0)"
0.32,71,h,10,0.87,1.0,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.32,72,h,3,0.65,1.0,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.32,74,h,3,0.0,0.184,"rgb(255.0, 0.0, 0.0)"
0.32,75,h,7,1.74,0.301,"rgb(63.411764705882355, 63.411764705882355, 252.41176470588235)"
0.32,76,h,4,3.92,0.0427,"rgb(0.0, 0.0, 255.0)"
0.32,78,h,15,3.59,0.000349,"rgb(0.0, 0.0, 255.0)"
0.32,79,h,3,2.61,0.179,"rgb(0.0, 0.0, 255.0)"
0.32,80,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.32,82,h,9,0.37,0.192,"rgb(251.31372549019608, 90.31372549019609, 90.31372549019609)"
0.32,83,h,66,15.92,1.66e-50,"rgb(0.0, 0.0, 255.0)"
0.32,84,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.32,85,h,8,1.31,0.557,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.32,86,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.32,87,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.32,89,h,7,7.83,0.000146,"rgb(0.0, 0.0, 255.0)"
0.32,90,h,7,7.83,0.000146,"rgb(0.0, 0.0, 255.0)"
0.32,91,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.32,92,h,18,0.65,0.406,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.32,93,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.32,94,h,4,1.31,0.669,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.32,97,h,4,0.0,0.0835,"rgb(255.0, 0.0, 0.0)"
0.32,98,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.32,99,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.32,100,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.33,1,h,921,0.76,1.9e-07,"rgb(247.3921568627451, 186.3921568627451, 186.3921568627451)"
0.33,2,h,696,0.75,1.69e-06,"rgb(247.47058823529414, 184.47058823529414, 184.47058823529414)"
0.33,3,h,4155,0.78,3.38e-26,"rgb(247.23529411764704, 190.23529411764704, 190.23529411764704)"
0.33,4,h,2923,0.8,1.78e-14,"rgb(247.0, 196.0, 196.0)"
0.33,5,h,3065,0.84,5.56e-11,"rgb(246.60784313725492, 205.60784313725492, 205.60784313725492)"
0.33,6,h,3690,0.99,0.701,"rgb(245.11764705882354, 242.11764705882356, 242.11764705882356)"
0.33,7,h,3245,0.95,0.0586,"rgb(245.50980392156865, 232.50980392156862, 232.50980392156862)"
0.33,8,h,2881,1.04,0.133,"rgb(234.4313725490196, 234.4313725490196, 245.4313725490196)"
0.33,9,h,2773,0.96,0.204,"rgb(245.4313725490196, 234.4313725490196, 234.4313725490196)"
0.33,10,h,2639,1.1,0.000599,"rgb(220.98039215686273, 220.98039215686273, 245.98039215686273)"
0.33,11,h,2302,1.06,0.0432,"rgb(230.58823529411765, 230.58823529411765, 245.58823529411765)"
0.33,12,h,1985,1.18,8.25e-07,"rgb(199.84313725490196, 199.84313725490196, 246.84313725490196)"
0.33,13,h,1850,1.24,1.87e-10,"rgb(186.3921568627451, 186.3921568627451, 247.3921568627451)"
0.33,14,h,1562,1.01,0.861,"rgb(242.11764705882354, 242.11764705882354, 245.11764705882354)"
0.33,15,h,1431,1.14,0.00106,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.33,16,h,1131,1.19,5.67e-05,"rgb(197.921568627451, 197.921568627451, 246.921568627451)"
0.33,17,h,1036,1.07,0.135,"rgb(228.66666666666669, 228.66666666666669, 245.66666666666669)"
0.33,18,h,973,1.16,0.00219,"rgb(205.60784313725495, 205.60784313725495, 246.60784313725492)"
0.33,19,h,884,1.18,0.00114,"rgb(199.84313725490196, 199.84313725490196, 246.84313725490196)"
0.33,20,h,815,1.35,3.14e-09,"rgb(159.49019607843138, 159.49019607843138, 248.49019607843135)"
0.33,21,h,811,1.23,7.39e-05,"rgb(188.31372549019608, 188.31372549019608, 247.31372549019608)"
0.33,22,h,724,1.36,1.98e-08,"rgb(155.64705882352942, 155.64705882352942, 248.64705882352942)"
0.33,23,h,676,1.74,1.53e-23,"rgb(63.411764705882355, 63.411764705882355, 252.41176470588235)"
0.33,24,h,587,1.17,0.0121,"rgb(203.68627450980395, 203.68627450980395, 246.68627450980392)"
0.33,25,h,526,0.98,0.741,"rgb(245.19607843137257, 240.19607843137254, 240.19607843137254)"
0.33,26,h,508,1.4,1.88e-07,"rgb(146.0392156862745, 146.0392156862745, 249.0392156862745)"
0.33,27,h,441,1.46,3.9e-08,"rgb(132.58823529411765, 132.58823529411765, 249.58823529411765)"
0.33,28,h,475,1.41,2.3e-07,"rgb(144.1176470588236, 144.1176470588236, 249.11764705882354)"
0.33,29,h,456,1.33,3.74e-05,"rgb(163.33333333333334, 163.33333333333334, 248.33333333333334)"
0.33,30,h,495,1.39,6.78e-07,"rgb(149.88235294117646, 149.88235294117646, 248.8823529411765)"
0.33,31,h,394,1.11,0.169,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.33,32,h,360,1.41,7.04e-06,"rgb(144.1176470588236, 144.1176470588236, 249.11764705882354)"
0.33,33,h,248,1.41,0.000188,"rgb(144.1176470588236, 144.1176470588236, 249.11764705882354)"
0.33,34,h,243,1.29,0.00596,"rgb(172.94117647058823, 172.94117647058823, 247.94117647058823)"
0.33,35,h,213,1.5,4.17e-05,"rgb(121.05882352941178, 121.05882352941178, 250.05882352941177)"
0.33,36,h,177,1.29,0.021,"rgb(172.94117647058823, 172.94117647058823, 247.94117647058823)"
0.33,37,h,162,1.51,0.000265,"rgb(119.1372549019608, 119.1372549019608, 250.1372549019608)"
0.33,38,h,129,1.28,0.047,"rgb(176.7843137254902, 176.7843137254902, 247.7843137254902)"
0.33,39,h,119,2.58,2.75e-13,"rgb(0.0, 0.0, 255.0)"
0.33,40,h,111,1.24,0.129,"rgb(186.3921568627451, 186.3921568627451, 247.3921568627451)"
0.33,41,h,64,1.39,0.0638,"rgb(149.88235294117646, 149.88235294117646, 248.8823529411765)"
0.33,42,h,72,0.78,0.232,"rgb(247.23529411764704, 190.23529411764704, 190.23529411764704)"
0.33,43,h,60,1.83,0.00119,"rgb(40.352941176470594, 40.352941176470594, 253.3529411764706)"
0.33,44,h,82,2.52,3.14e-09,"rgb(0.0, 0.0, 255.0)"
